Stop,Runtime,Line,Departure time,Arrival time
Szczodre - Szkola,>,,,04:28:00
Szczodre - petla,>,904,04:34:00,04:36:00
Szczodre - Trzebnicka,>,904,04:36:00,04:37:00
Dlugoleka - Parkowa skrzy. Konopnicka,>,904,04:37:00,04:38:00
Dlugoleka - Parkowa/skrzy.,>,904,04:38:00,04:39:00
Dlugoleka - Kasztanowa,>,904,04:39:00,04:41:00
Dlugoleka - Wiejska,>,904,04:41:00,04:42:00
Mirkow - Jagiellonska,>,904,04:42:00,04:44:00
Mirkow - Sportowa,>,904,04:44:00,04:46:00
BIERUTOWSKA (Wiadukt),>,904,04:46:00,04:48:00
Bierutowska 75,>,904,04:48:00,04:49:00
Bierutowska,>,904,04:49:00,04:50:00
Bierutowska 65,>,904,04:50:00,04:50:00
Dobroszycka,>,904,04:50:00,04:51:00
PSIE POLE (Stacja kolejowa),>,904,04:51:00,04:52:00
Psie Pole (Rondo Lotnikow Polskich),>,904,04:52:00,04:53:00
Psie Pole,>,904,04:53:00,04:54:00
C.H. Korona,>,904,04:54:00,04:57:00
Brucknera,>,904,04:57:00,04:59:00
Grudziadzka,>,904,04:59:00,05:00:00
KROMERA,>,904,05:00:00,05:02:00
Mosty Warszawskie,>,106,05:03:00,05:05:00
Wyszynskiego,>,106,05:05:00,05:07:00
Ogrod Botaniczny,>,106,05:07:00,05:10:00
Katedra,>,106,05:10:00,05:11:00
Urzad Wojewodzki (Muzeum Narodowe),>,106,05:11:00,05:12:00
Poczta Glowna,>,106,05:12:00,05:13:00
skwer Krasinskiego,>,106,05:13:00,05:15:00
Dworzec Glowny (Dworcowa),>,106,05:15:00,05:16:00
Kosciuszki,>,120,05:19:00,05:20:00
Hubska (Dawida),>,16,05:21:00,05:24:00
Prudnicka,>,16,05:24:00,05:25:00
Kamienna,>,16,05:25:00,05:27:00
Wapienna,>,134,05:28:00,05:29:00

A* - TIME,0.114573
From: ,Kowalska,To: ,Katedra
Kowalska,>,,,09:47:00
Tczewska,>,118,09:59:00,10:00:00
Dzialdowska,>,118,10:00:00,10:01:00
Kowale (Stacja kolejowa),>,118,10:01:00,10:02:00
Kowalska 56,>,118,10:02:00,10:03:00
Olsztynska,>,118,10:03:00,10:04:00
C.H. Korona,>,118,10:04:00,10:06:00
Brucknera,>,118,10:06:00,10:08:00
Kwidzynska,>,118,10:08:00,10:10:00
KROMERA,>,118,10:10:00,10:14:00
Mosty Warszawskie,>,11,10:15:00,10:17:00
Wyszynskiego,>,N,10:19:00,10:21:00
Ogrod Botaniczny,>,N,10:21:00,10:24:00
Katedra,>,N,10:24:00,10:25:00

A* - TIME,1.171775
From: ,Kielczow - Biedronka,To: ,Ceglana
Kielczow - Biedronka,>,,,14:31:00
Kielczow - Ladna,>,931,14:38:00,14:39:00
Kielczowska (Cmentarz),>,931,14:39:00,14:41:00
Zmudzka,>,931,14:41:00,14:42:00
Kielczowska,>,931,14:42:00,14:43:00
Poleska,>,931,14:43:00,14:44:00
KIELCZOWSKA (LZN),>,931,14:44:00,14:45:00
Psie Pole (Rondo Lotnikow Polskich),>,931,14:45:00,14:47:00
Psie Pole,>,121,14:50:00,14:51:00
Zielna,>,121,14:51:00,14:52:00
C.H. Korona,>,121,14:52:00,14:54:00
Brucknera,>,914,14:56:00,14:58:00
Olsztynska,>,118,15:28:00,15:30:00
Kowalska 56,>,118,15:30:00,15:31:00
Kowale (Stacja kolejowa),>,118,15:31:00,15:32:00
Dzialdowska,>,118,15:32:00,15:33:00
Tczewska,>,118,15:33:00,15:34:00
Kowalska,>,118,15:34:00,15:35:00
Ceglana,>,118,15:35:00,15:36:00

A* - TIME,1.699559
From: ,BROCHOW (Stacja kolejowa),To: ,Dluga
BROCHOW (Stacja kolejowa),>,,,11:35:00
Topolowa,>,114,11:36:00,11:38:00
Wiaduktowa,>,114,11:38:00,11:39:00
Karwinska,>,114,11:39:00,11:42:00
Park Wschodni,>,114,11:42:00,11:43:00
KRAKOWSKA (Centrum handlowe),>,114,11:43:00,11:45:00
Krakowska,>,114,11:45:00,11:46:00
Na Niskich Lakach,>,114,11:46:00,11:48:00
pl. Zgody (Muzeum Etnograficzne),>,3,11:51:00,11:52:00
pl. Wroblewskiego,>,3,11:52:00,11:55:00
GALERIA DOMINIKANSKA,>,3,11:55:00,11:59:00
Swidnicka,>,3,11:59:00,12:01:00
Zamkowa,>,3,12:01:00,12:02:00
Rynek,>,3,12:02:00,12:04:00
PL. JANA PAWLA II,>,3,12:04:00,12:07:00
Dmowskiego,>,74,12:09:00,12:11:00
Poznanska,>,128,12:12:00,12:15:00
Dluga,>,C ,12:39:00,12:40:00

A* - TIME,3.965441
From: ,Dlugoleka - Parkowa/skrzy.,To: ,Krepicka
Dlugoleka - Parkowa/skrzy.,>,,,14:22:00
Dlugoleka - SELGROS petla,>,914,14:29:00,14:32:00
Dlugoleka - Kasztanowa,>,914,14:32:00,14:36:00
Dlugoleka - Wiejska,>,914,14:36:00,14:38:00
Mirkow - Jagiellonska,>,914,14:38:00,14:41:00
Mirkow - Sportowa,>,914,14:41:00,14:43:00
BIERUTOWSKA (Wiadukt),>,914,14:43:00,14:46:00
Bierutowska 75,>,914,14:46:00,14:47:00
Bierutowska,>,914,14:47:00,14:48:00
Bierutowska 65,>,914,14:48:00,14:48:00
Dobroszycka,>,914,14:48:00,14:49:00
PSIE POLE (Stacja kolejowa),>,914,14:49:00,14:50:00
Psie Pole (Rondo Lotnikow Polskich),>,914,14:50:00,14:51:00
Psie Pole,>,914,14:51:00,14:52:00
C.H. Korona,>,914,14:52:00,14:56:00
Brucknera,>,914,14:56:00,14:58:00
Grudziadzka,>,914,14:58:00,14:59:00
KROMERA,>,914,14:59:00,15:03:00
Wyszynskiego,>,914,15:03:00,15:06:00
Ogrod Botaniczny,>,914,15:06:00,15:09:00
GALERIA DOMINIKANSKA,>,914,15:09:00,15:14:00
Swidnicka,>,33,15:18:00,15:20:00
Zamkowa,>,33,15:20:00,15:21:00
Rynek,>,33,15:21:00,15:23:00
PL. JANA PAWLA II,>,33,15:23:00,15:26:00
Mlodych Technikow,>,33,15:26:00,15:28:00
pl. Strzegomski (Muzeum Wspolczesne),>,33,15:28:00,15:29:00
ZACHODNIA (Stacja kolejowa),>,33,15:29:00,15:31:00
Niedzwiedzia,>,33,15:31:00,15:33:00
Malopanewska,>,33,15:33:00,15:34:00
Kwiska,>,33,15:34:00,15:36:00
DH Astra,>,33,15:36:00,15:38:00
Park Zachodni,>,33,15:38:00,15:39:00
Bajana,>,33,15:39:00,15:40:00
Metalowcow,>,33,15:40:00,15:41:00
PILCZYCE,>,33,15:41:00,15:43:00
Tarczynski Arena (Lotnicza),>,3,15:45:00,15:46:00
Glinianki,>,3,15:46:00,15:48:00
Aleja Architektow,>,3,15:48:00,15:49:00
Grabowa,>,3,15:49:00,15:50:00
Kosmonautow (Szpital),>,3,15:50:00,15:52:00
Kamiennogorska (Osrodek dla niewidomych),>,3,15:52:00,15:53:00
Zlotnicka,>,3,15:53:00,15:55:00
Wschowska,>,3,15:55:00,15:56:00
Jeleniogorska,>,3,15:56:00,15:57:00
LESNICA,>,3,15:57:00,15:58:00
Sredzka,>,101,16:07:00,16:09:00
Eluarda,>,948,16:19:00,16:21:00
Zajazdowa,>,948,16:21:00,16:22:00
Krepicka - szkola,>,948,16:22:00,16:23:00
Krepicka,>,948,16:23:00,16:24:00

A* - TIME,0.0
From: ,Opatowicka nr 59,To: ,Brochowska
Opatowicka nr 59,>,,,00:43:00

A* - TIME,3.396265
From: ,Poczta Glowna,To: ,Lozina - Wroclawska (na wys. nr 18)
Poczta Glowna,>,,,15:26:00
GALERIA DOMINIKANSKA,>,N,15:31:00,15:34:00
pl. Nowy Targ,>,9,15:35:00,15:36:00
Hala Targowa,>,9,15:36:00,15:37:00
pl. Bema,>,9,15:37:00,15:40:00
Ogrod Botaniczny,>,9,15:40:00,15:42:00
Gornickiego,>,9,15:42:00,15:43:00
Piastowska,>,9,15:43:00,15:44:00
Grunwaldzka,>,9,15:44:00,15:46:00
Kochanowskiego,>,9,15:46:00,15:48:00
Sniadeckich,>,111,15:50:00,15:52:00
Zacisze,>,111,15:52:00,15:54:00
Kwidzynska,>,111,15:54:00,15:56:00
Brucknera,>,111,15:56:00,15:58:00
C.H. Korona,>,111,15:58:00,16:00:00
Zielna,>,111,16:00:00,16:02:00
Psie Pole,>,111,16:02:00,16:03:00
Psie Pole (Rondo Lotnikow Polskich),>,111,16:03:00,16:05:00
Zakrzowska,>,111,16:05:00,16:06:00
Kopanskiego,>,111,16:06:00,16:07:00
Wallenroda,>,111,16:07:00,16:08:00
Przedwiosnie (Stacja kolejowa),>,151,16:17:00,16:18:00
Azaliowa,>,151,16:18:00,16:20:00
Pawlowice,>,151,16:20:00,16:21:00
Starodebowa,>,151,16:21:00,16:22:00
Pawlowicka,>,151,16:22:00,16:23:00
Przebisniegowa,>,151,16:23:00,16:24:00
Ramiszow,>,936,16:41:00,16:45:00
Pasikurowice - cmentarz,>,936,16:45:00,16:48:00
Pasikurowice - skrzy. Malinowa,>,936,16:48:00,16:50:00
Pasikurowice - Energetyczna,>,936,16:50:00,16:51:00
Pasikurowice - n/z,>,936,16:51:00,16:52:00
Bukowina,>,936,16:52:00,16:54:00
Bukowina - skrzy.,>,936,16:54:00,16:56:00
Bakow,>,936,16:56:00,16:57:00
Lozina - Wroclawska (na wys. nr 18),>,936,16:57:00,17:00:00

A* - TIME,0.496228
From: ,Rakow - osiedle,To: ,Dmowskiego
Rakow - osiedle,>,,,06:09:00
Bielawa,>,911,06:54:00,06:56:00
Piecowice,>,911,06:56:00,07:00:00
Kielczow - Boczna,>,911,07:00:00,07:04:00
Kielczow - petla (Plac Jana Gdaka),>,911,07:04:00,07:06:00
Kielczow - WODROL,>,911,07:06:00,07:08:00
Kielczow - osiedle,>,911,07:08:00,07:09:00
Wilczyce - Sosnowa,>,911,07:09:00,07:10:00
Wilczyce - Debowa,>,911,07:10:00,07:11:00
Wilczyce - Dworska,>,911,07:11:00,07:12:00
Wilczyce - Borowa,>,911,07:12:00,07:13:00
Wilczyce - Wroclawska (na wys. nr 1F),>,911,07:13:00,07:14:00
Wilczyce,>,911,07:14:00,07:14:00
Mrozna,>,911,07:14:00,07:15:00
Kurlandzka,>,911,07:15:00,07:15:00
Zgorzelisko,>,911,07:15:00,07:16:00
Palacha,>,911,07:16:00,07:17:00
Szewczenki,>,911,07:17:00,07:18:00
Gorlicka,>,911,07:18:00,07:19:00
MULICKA,>,911,07:19:00,07:20:00
Psie Pole (Rondo Lotnikow Polskich),>,911,07:20:00,07:21:00
Psie Pole,>,911,07:21:00,07:22:00
C.H. Korona,>,911,07:22:00,07:26:00
Brucknera,>,911,07:26:00,07:28:00
Grudziadzka,>,128,07:29:00,07:30:00
Kromera (Czajkowskiego),>,128,07:30:00,07:32:00
KROMERA,>,128,07:32:00,07:35:00
Mosty Warszawskie,>,128,07:35:00,07:37:00
Wyszynskiego,>,128,07:37:00,07:39:00
Ogrod Botaniczny,>,128,07:39:00,07:42:00
Swietokrzyska,>,128,07:42:00,07:44:00
pl. Bema,>,128,07:44:00,07:45:00
Dubois,>,128,07:45:00,07:50:00
Pomorska,>,128,07:50:00,07:52:00
Dmowskiego,>,128,07:52:00,07:54:00

A* - TIME,1.436352
From: ,pl. Orlat Lwowskich,To: ,Baltycka (szkola)
pl. Orlat Lwowskich,>,,,07:35:00
PL. JANA PAWLA II,>,144,07:35:00,07:37:00
Dmowskiego,>,144,07:37:00,07:39:00
Pomorska,>,144,07:39:00,07:41:00
pl. Strzelecki,>,K,07:47:00,07:49:00
Kleczkowska,>,K,07:49:00,07:51:00
most Osobowicki,>,K,07:51:00,07:53:00
Luzycka,>,K,07:53:00,07:55:00
Rozanka,>,K,07:55:00,07:56:00
Bezpieczna,>,K,07:56:00,07:58:00
Baltycka (szkola),>,111,08:04:00,08:06:00

A* - TIME,0.0
From: ,Volvo - brama II,To: ,Soltysowicka
Volvo - brama II,>,,,20:37:00

A* - TIME,0.0
From: ,Dobroszycka,To: ,Wilczyce - szkola
Dobroszycka,>,,,23:57:00

A* - TIME,1.777552
From: ,Szymanow (Letnia),To: ,Mirkow - skrzy. Polna
Szymanow (Letnia),>,,,21:10:00
Szymanow,>,908,21:20:00,21:21:00
Szymanow (Widawska),>,908,21:21:00,21:22:00
Szymanow - skrzyz.,>,908,21:22:00,21:23:00
Psary - Szkola,>,908,21:23:00,21:24:00
Widawa,>,908,21:24:00,21:27:00
Konopackiej,>,908,21:27:00,21:28:00
Rondo Obroncow Grodna,>,908,21:28:00,21:29:00
Lekarska,>,908,21:29:00,21:30:00
Zmigrodzka (Obwodnica),>,908,21:30:00,21:31:00
POSWIETNE,>,908,21:31:00,21:32:00
Wolowska,>,908,21:32:00,21:33:00
Kepinska,>,908,21:33:00,21:34:00
Kamienskiego,>,908,21:34:00,21:35:00
Broniewskiego,>,908,21:35:00,21:37:00
Pola,>,N,21:40:00,21:41:00
Syrokomli,>,N,21:41:00,21:42:00
Berenta,>,N,21:42:00,21:44:00
KROMERA,>,N,21:44:00,21:46:00
Ketrzynska,>,23,21:49:00,21:50:00
Kwidzynska,>,23,21:50:00,21:51:00
Zacisze,>,121,21:55:00,21:56:00
Sniadeckich,>,121,21:56:00,21:57:00
Moniuszki,>,259,23:53:00,23:54:00

A* - TIME,0.130608
From: ,Na Szancach,To: ,Rozanka
Na Szancach,>,,,09:24:00
Jednosci Narodowej,>,8,09:26:00,09:27:00
Slowianska,>,8,09:27:00,09:29:00
DWORZEC NADODRZE,>,8,09:29:00,09:31:00
Kleczkowska,>,714,09:35:00,09:37:00
most Osobowicki,>,714,09:37:00,09:39:00
Luzycka,>,K,09:40:00,09:42:00
Rozanka,>,K,09:42:00,09:43:00

A* - TIME,0.958588
From: ,Kielczow - Ladna,To: ,Chinska
Kielczow - Ladna,>,,,08:56:00
Kielczowska (Cmentarz),>,931,09:14:00,09:16:00
Zmudzka,>,931,09:16:00,09:17:00
Kielczowska,>,931,09:17:00,09:18:00
Poleska,>,931,09:18:00,09:19:00
KIELCZOWSKA (LZN),>,931,09:19:00,09:20:00
Psie Pole (Rondo Lotnikow Polskich),>,931,09:20:00,09:22:00
Psie Pole,>,D,09:23:00,09:24:00
Brucknera,>,D,09:24:00,09:29:00
Kwidzynska,>,131,09:32:00,09:34:00
Zacisze,>,131,09:34:00,09:35:00
Sniadeckich,>,131,09:35:00,09:36:00
Kochanowskiego,>,131,09:36:00,09:38:00
Bujwida,>,131,09:38:00,09:40:00
PL. GRUNWALDZKI,>,131,09:40:00,09:42:00
most Grunwaldzki,>,16,09:43:00,09:44:00
Urzad Wojewodzki (Impart),>,16,09:44:00,09:46:00
pl. Wroblewskiego,>,16,09:46:00,09:49:00
pl. Zgody (Muzeum Etnograficzne),>,3,09:52:00,09:54:00
Na Niskich Lakach,>,3,09:54:00,09:56:00
Krakowska,>,3,09:56:00,09:57:00
KRAKOWSKA (Centrum handlowe),>,3,09:57:00,09:59:00
Armii Krajowej,>,3,09:59:00,10:00:00
Park Wschodni,>,3,10:00:00,10:01:00
Karwinska,>,3,10:01:00,10:03:00
Wiaduktowa,>,114,10:04:00,10:06:00
Topolowa,>,114,10:06:00,10:07:00
BROCHOW (Stacja kolejowa),>,114,10:07:00,10:09:00
Chinska,>,114,10:09:00,10:10:00

A* - TIME,1.719888
From: ,Bielany Wroclawskie - PKP,To: ,Trestno - kosciol
Bielany Wroclawskie - PKP,>,,,21:15:00
Sleza - skrzyzowanie,>,612,21:19:00,21:20:00
Sleza - Debowa,>,612,21:20:00,21:21:00
Sleza - autostrada,>,612,21:21:00,21:23:00
Wysoka - Radosna,>,612,21:23:00,21:25:00
Wysoka - Chabrowa,>,612,21:25:00,21:26:00
Wysoka,>,612,21:26:00,21:27:00
ROD Storczyk,>,612,21:27:00,21:28:00
Kutrzeby,>,612,21:28:00,21:29:00
Oltaszyn,>,612,21:29:00,21:31:00
Swit,>,612,21:31:00,21:32:00
Parafialna,>,612,21:32:00,21:34:00
Wojszyce,>,612,21:34:00,21:35:00
Przystankowa,>,612,21:35:00,21:36:00
Borowska (Szpital),>,612,21:36:00,21:37:00
Dzialkowa,>,612,21:37:00,21:39:00
ROD Bajki,>,612,21:39:00,21:41:00
Orzechowa,>,133,21:43:00,21:44:00
Bardzka,>,133,21:44:00,21:46:00
Nyska,>,134,21:47:00,21:48:00
Transbud,>,134,21:48:00,21:49:00
Armii Krajowej (Bogedaina),>,134,21:49:00,21:50:00
Park Wschodni,>,134,21:50:00,21:51:00
Armii Krajowej,>,3,22:02:00,22:03:00
KRAKOWSKA (Centrum handlowe),>,3,22:03:00,22:04:00
Krakowska,>,3,22:04:00,22:05:00
Na Niskich Lakach,>,3,22:05:00,22:07:00
Rakowiecka,>,120,22:56:00,22:58:00
Miedzyrzecka,>,120,22:58:00,23:00:00
Bierdzany,>,120,23:00:00,23:01:00
Nowy Dom,>,120,23:01:00,23:04:00
Opatowicka nr 59,>,120,23:04:00,23:06:00
Opatowicka nr 85,>,120,23:06:00,23:07:00
OPATOWICE,>,120,23:07:00,23:08:00
Opatowicka nr 127,>,120,23:08:00,23:09:00
Zalewowa,>,120,23:09:00,23:10:00
Trestno - swietlica,>,120,23:10:00,23:11:00
Trestno - kosciol,>,120,23:11:00,23:12:00

A* - TIME,0.0
From: ,Dlugoleka - Nowy Urzad,To: ,TARCZYNSKI ARENA (Krolewiecka)
Dlugoleka - Nowy Urzad,>,,,23:56:00

A* - TIME,2.523311
From: ,Krzemieniecka,To: ,KLOKOCZYCE
Krzemieniecka,>,,,07:48:00
Koncowa,>,119,07:50:00,07:51:00
Ostrowskiego,>,119,07:51:00,07:53:00
FAT,>,119,07:53:00,07:57:00
Hutmen,>,126,07:58:00,07:59:00
Bzowa (Centrum Zajezdnia),>,126,07:59:00,08:01:00
pl. Srebrny,>,126,08:01:00,08:02:00
Stalowa,>,126,08:02:00,08:03:00
Pereca,>,126,08:03:00,08:04:00
Grabiszynska,>,126,08:04:00,08:06:00
Kolejowa,>,74,08:07:00,08:08:00
pl. Legionow,>,74,08:08:00,08:10:00
Arkady (Capitol),>,15,08:11:00,08:13:00
DWORZEC GLOWNY,>,5,08:14:00,08:17:00
Wzgorze Partyzantow,>,5,08:17:00,08:19:00
GALERIA DOMINIKANSKA,>,5,08:19:00,08:22:00
Urzad Wojewodzki (Impart),>,4,08:23:00,08:26:00
most Grunwaldzki,>,4,08:26:00,08:27:00
PL. GRUNWALDZKI,>,4,08:27:00,08:29:00
Bujwida,>,111,08:30:00,08:32:00
Kochanowskiego,>,111,08:32:00,08:34:00
Sniadeckich,>,111,08:34:00,08:36:00
Zacisze,>,111,08:36:00,08:37:00
Kwidzynska,>,111,08:37:00,08:39:00
Brucknera,>,111,08:39:00,08:41:00
C.H. Korona,>,111,08:41:00,08:43:00
Zielna,>,111,08:43:00,08:45:00
Psie Pole,>,111,08:45:00,08:46:00
Psie Pole (Rondo Lotnikow Polskich),>,111,08:46:00,08:48:00
Zakrzowska,>,111,08:48:00,08:49:00
Piwnika-Ponurego,>,147,08:50:00,08:51:00
ROD Zrodlo Zdrowia,>,147,08:51:00,08:52:00
ROD Pod Debem,>,147,08:52:00,08:53:00
Bialych Gozdzikow,>,147,08:53:00,08:54:00
KLOKOCZYCE,>,147,08:54:00,08:54:00

A* - TIME,2.088738
From: ,Zarembowicza,To: ,PAWLOWICE (Widawska)
Zarembowicza,>,,,19:22:00
Strachowice General Aviation,>,106,19:31:00,19:32:00
Skarzynskiego,>,106,19:32:00,19:34:00
Graniczna,>,106,19:34:00,19:35:00
Przybyly,>,106,19:35:00,19:36:00
Zagloby,>,106,19:36:00,19:37:00
Park Tysiaclecia,>,106,19:37:00,19:39:00
MINSKA (Rondo Rotm. Pileckiego),>,106,19:39:00,19:40:00
Rogowska,>,106,19:40:00,19:43:00
Nowy Dwor,>,106,19:43:00,19:45:00
Nowodworska,>,106,19:45:00,19:46:00
Strzegomska 148,>,106,19:46:00,19:47:00
Otynska,>,106,19:47:00,19:49:00
Fabryczna,>,106,19:49:00,19:50:00
Dolnoslaska Szkola Wyzsza,>,106,19:50:00,19:51:00
Wroclawski Park Przemyslowy,>,106,19:51:00,19:52:00
Srubowa,>,106,19:52:00,19:54:00
Smolecka,>,106,19:54:00,19:55:00
Dworzec Swiebodzki,>,106,19:55:00,19:57:00
pl. Orlat Lwowskich,>,106,19:57:00,19:59:00
Renoma,>,106,19:59:00,20:01:00
Arkady (Capitol),>,6,20:02:00,20:04:00
GALERIA DOMINIKANSKA,>,D,20:05:00,20:10:00
Urzad Wojewodzki (Impart),>,D,20:10:00,20:12:00
most Grunwaldzki,>,D,20:12:00,20:13:00
PL. GRUNWALDZKI,>,D,20:13:00,20:15:00
Kochanowskiego,>,D,20:15:00,20:18:00
Sniadeckich,>,D,20:18:00,20:19:00
Zacisze,>,D,20:19:00,20:20:00
Kwidzynska,>,D,20:20:00,20:22:00
Brucknera,>,D,20:22:00,20:23:00
Psie Pole,>,D,20:23:00,20:27:00
Psie Pole (Rondo Lotnikow Polskich),>,D,20:27:00,20:28:00
Kopanskiego,>,D,20:28:00,20:30:00
Wallenroda,>,D,20:30:00,20:31:00
Przedwiosnie (Stacja kolejowa),>,151,20:44:00,20:45:00
Azaliowa,>,151,20:45:00,20:46:00
Pawlowice,>,151,20:46:00,20:47:00
Starodebowa,>,151,20:47:00,20:48:00
Pawlowicka,>,151,20:48:00,20:49:00
Przebisniegowa,>,151,20:49:00,20:50:00
PAWLOWICE (Widawska),>,151,20:50:00,20:51:00

A* - TIME,4.830884
From: ,Miloszycka,To: ,SZYMANOW-petla
Miloszycka,>,,,13:14:00
Gospodarska,>,315,13:14:00,13:15:00
Ceglana,>,315,13:15:00,13:15:00
Monopolowa,>,315,13:15:00,13:18:00
SEPOLNO,>,315,13:18:00,13:20:00
Godebskiego (AWF Wroclaw),>,115,13:24:00,13:25:00
8 Maja,>,115,13:25:00,13:26:00
Park Szczytnicki,>,115,13:26:00,13:27:00
Mickiewicza,>,115,13:27:00,13:28:00
Kliniki - Politechnika Wroclawska,>,115,13:28:00,13:30:00
PL. GRUNWALDZKI,>,115,13:30:00,13:33:00
most Grunwaldzki,>,4,13:35:00,13:36:00
Urzad Wojewodzki (Impart),>,4,13:36:00,13:38:00
GALERIA DOMINIKANSKA,>,4,13:38:00,13:42:00
Swidnicka,>,4,13:42:00,13:44:00
Zamkowa,>,4,13:44:00,13:45:00
Rynek,>,3,13:47:00,13:49:00
PL. JANA PAWLA II,>,3,13:49:00,13:52:00
Mlodych Technikow,>,3,13:52:00,13:54:00
pl. Strzegomski (Muzeum Wspolczesne),>,3,13:54:00,13:55:00
ZACHODNIA (Stacja kolejowa),>,3,13:55:00,13:57:00
Niedzwiedzia,>,3,13:57:00,13:59:00
Malopanewska,>,3,13:59:00,14:00:00
Kwiska,>,3,14:00:00,14:02:00
DH Astra,>,3,14:02:00,14:04:00
Park Zachodni,>,3,14:04:00,14:05:00
Bajana,>,3,14:05:00,14:06:00
Metalowcow,>,3,14:06:00,14:07:00
PILCZYCE,>,3,14:07:00,14:09:00
Tarczynski Arena (Lotnicza),>,3,14:09:00,14:10:00
Glinianki,>,3,14:10:00,14:12:00
Aleja Architektow,>,3,14:12:00,14:13:00
Grabowa,>,3,14:13:00,14:14:00
Kosmonautow (Szpital),>,3,14:14:00,14:16:00
Kamiennogorska (Osrodek dla niewidomych),>,3,14:16:00,14:17:00
Zlotnicka,>,3,14:17:00,14:19:00
Wschowska,>,3,14:19:00,14:20:00
Jeleniogorska,>,3,14:20:00,14:21:00
LESNICA,>,3,14:21:00,14:22:00
Sredzka,>,101,14:23:00,14:24:00
Eluarda,>,938,14:44:00,14:46:00
Zajazdowa,>,938,14:46:00,14:47:00
Krepicka - szkola,>,938,14:47:00,14:48:00
Krepicka,>,938,14:48:00,14:49:00
Mokrzanska,>,938,14:49:00,14:50:00
ZAR,>,938,14:50:00,14:53:00
Krepice - Wroclawska,>,958,17:19:00,17:23:00
Zurawiniec,>,958,17:23:00,17:26:00
Mrozow - Swietlica,>,958,17:26:00,17:29:00
Mrozow - Wyzwolenia,>,958,17:29:00,17:31:00
Wojnowice - Glowna,>,940,18:18:00,18:21:00
Wilkostow,>,940,18:21:00,18:24:00
Czerna,>,940,18:24:00,18:27:00

A* - TIME,0.628864
From: ,Bardzka,To: ,Drzewieckiego
Bardzka,>,,,18:32:00
Kamienna,>,32,18:32:00,18:33:00
Prudnicka,>,32,18:33:00,18:34:00
Gajowa,>,32,18:34:00,18:35:00
Joannitow,>,32,18:35:00,18:37:00
DWORZEC AUTOBUSOWY,>,32,18:37:00,18:39:00
Dworzec Glowny (Stawowa),>,32,18:39:00,18:41:00
Arkady (Capitol),>,32,18:41:00,18:43:00
pl. Legionow,>,32,18:43:00,18:45:00
pl. Orlat Lwowskich,>,32,18:45:00,18:47:00
PL. JANA PAWLA II,>,32,18:47:00,18:50:00
Mlodych Technikow,>,32,18:50:00,18:52:00
pl. Strzegomski (Muzeum Wspolczesne),>,32,18:52:00,18:53:00
ZACHODNIA (Stacja kolejowa),>,32,18:53:00,18:55:00
Niedzwiedzia,>,32,18:55:00,18:57:00
Malopanewska,>,32,18:57:00,18:58:00
Kwiska,>,32,18:58:00,19:00:00
Na Ostatnim Groszu,>,129,19:01:00,19:04:00
Orlinskiego,>,129,19:04:00,19:05:00
Drzewieckiego,>,129,19:05:00,19:06:00

A* - TIME,3.11069
From: ,Na Grobli (Hydropolis),To: ,Ferma - stadnina koni
Na Grobli (Hydropolis),>,,,17:13:00
pl. Wroblewskiego,>,920,17:20:00,17:23:00
GALERIA DOMINIKANSKA,>,920,17:23:00,17:28:00
Swidnicka,>,33,17:30:00,17:32:00
Zamkowa,>,33,17:32:00,17:33:00
Rynek,>,33,17:33:00,17:35:00
PL. JANA PAWLA II,>,33,17:35:00,17:38:00
Mlodych Technikow,>,33,17:38:00,17:40:00
pl. Strzegomski (Muzeum Wspolczesne),>,33,17:40:00,17:41:00
ZACHODNIA (Stacja kolejowa),>,33,17:41:00,17:43:00
Niedzwiedzia,>,33,17:43:00,17:45:00
Malopanewska,>,33,17:45:00,17:46:00
Kwiska,>,33,17:46:00,17:48:00
DH Astra,>,33,17:48:00,17:50:00
Park Zachodni,>,33,17:50:00,17:51:00
Bajana,>,33,17:51:00,17:52:00
Metalowcow,>,33,17:52:00,17:53:00
PILCZYCE,>,33,17:53:00,17:55:00
Tarczynski Arena (Lotnicza),>,3,17:57:00,17:58:00
Glinianki,>,3,17:58:00,18:00:00
Aleja Architektow,>,3,18:00:00,18:01:00
Grabowa,>,3,18:01:00,18:02:00
Kosmonautow (Szpital),>,3,18:02:00,18:04:00
Kamiennogorska (Osrodek dla niewidomych),>,3,18:04:00,18:05:00
Zlotnicka,>,3,18:05:00,18:07:00
Wschowska,>,3,18:07:00,18:08:00
Jeleniogorska,>,3,18:08:00,18:09:00
LESNICA,>,3,18:09:00,18:10:00
Sredzka,>,101,18:12:00,18:13:00
Rubczaka,>,937,18:15:00,18:16:00
Serowarska,>,917,18:37:00,18:39:00
Trzmielowicka,>,917,18:39:00,18:40:00
Pustecka,>,917,18:40:00,18:41:00
Miodowa,>,917,18:41:00,18:43:00
Szkolna,>,917,18:43:00,18:44:00
Ratyn - skrzyzowanie,>,917,18:44:00,18:45:00
Krajobrazowa,>,917,18:45:00,18:46:00
Las Ratynski,>,917,18:46:00,18:47:00
Ferma - stadnina koni,>,917,18:47:00,18:48:00

